location_id,project_id,classification,technology,upload_speed_anticipated,download_speed_anticipated,low_latency
1050915667,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915669,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915670,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915671,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915674,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915677,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915678,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915679,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915681,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915682,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915683,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915684,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915685,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915686,CM61-BEAD-NV-WHI-0833-1,0,61,20,100,1
1050915687,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915688,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915689,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915690,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915693,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915694,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915695,CM61-BEAD-NV-WHI-0832-1,0,50,2500,2500,1
1050915696,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915698,CM61-BEAD-NV-WHI-0833-1,0,61,20,100,1
1050915700,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915701,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915703,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915705,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915706,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915708,CM61-BEAD-NV-WHI-0991-1,1,50,1000,1000,1
1050915709,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915710,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915711,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915714,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915715,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915717,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915718,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915719,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915721,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915724,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915725,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915726,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915727,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915729,CM61-BEAD-NV-WHI-0831-1,0,61,100,20,1
1050915734,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915737,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915738,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915740,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915742,CM61-BEAD-NV-WHI-0991-1,1,50,1000,1000,1
1050915744,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915745,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915746,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915747,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915749,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915752,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915753,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915755,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915756,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915757,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915758,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915759,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915760,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915762,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915763,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915765,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915766,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915772,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915775,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915776,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915777,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915778,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915781,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915782,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915783,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915784,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915785,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915786,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915788,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915789,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915790,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915793,CM61-BEAD-NV-WHI-0265-1,0,61,20,100,1
1050915794,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915795,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915796,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915798,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915799,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915801,CM61-BEAD-NV-WHI-0128-1,0,61,20,100,1
1050915803,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915804,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915807,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915808,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915810,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915811,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915812,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915813,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915814,CM61-BEAD-NV-WHI-0833-1,0,61,20,100,1
1050915815,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915816,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915817,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915819,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915820,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915821,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915822,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915823,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915824,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915825,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915826,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915827,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915830,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915832,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915835,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915836,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915837,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915839,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915840,CM61-BEAD-NV-WHI-0833-1,0,61,20,100,1
1050915841,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915842,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915843,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915844,CM61-BEAD-NV-WHI-0824-1,0,61,20,100,1
1050915845,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915846,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915848,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915849,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915850,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915852,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915853,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915854,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915855,CM61-BEAD-NV-WHI-0994-2,1,61,100,20,1
1050915857,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915858,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915861,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915862,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915863,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915866,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915867,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915870,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915871,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915872,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915875,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915877,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915879,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915880,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915881,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915883,CM61-BEAD-NV-WHI-0267-1,0,61,20,100,1
1050915887,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915888,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915892,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915895,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915898,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915899,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915900,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915901,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915902,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915903,CM61-BEAD-NV-WHI-0245-1,0,61,20,100,1
1050915904,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915906,CM61-BEAD-NV-WHI-0247-1,0,61,100,20,1
1050915907,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915908,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915909,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915911,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915912,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915914,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915915,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915916,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915918,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915920,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915921,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915922,CM61-BEAD-NV-WHI-0268-1,0,61,20,100,1
1050915923,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915924,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915925,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915927,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915928,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915929,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915931,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915932,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915933,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915934,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915935,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915936,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915937,CM61-BEAD-NV-WHI-0994-2,0,61,100,20,1
1050915939,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915940,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050915942,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915943,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915944,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915947,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915950,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915951,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915952,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915954,CM61-BEAD-NV-WHI-0831-1,0,61,100,20,1
1050915957,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915960,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915961,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915962,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915963,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915964,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915967,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915968,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915970,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915971,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915972,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915973,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915974,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915975,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915977,CM61-BEAD-NV-WHI-0832-1,0,50,2500,2500,1
1050915978,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915979,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915980,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915984,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915986,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915988,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915989,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915990,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915991,CM61-BEAD-NV-WHI-0832-1,0,50,2500,2500,1
1050915992,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915995,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915996,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050915998,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050915999,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916000,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916002,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916003,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916004,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916005,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916006,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916007,CM61-BEAD-NV-WHI-0129-1,0,61,20,100,1
1050916009,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916010,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916011,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916013,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916016,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916018,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050916020,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916021,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916023,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916025,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916026,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916027,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916029,CM61-BEAD-NV-WHI-0826-1,0,61,100,20,1
1050916030,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050916031,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916032,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916033,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916034,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916035,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916037,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916038,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916040,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916042,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050916045,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916046,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916047,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050916048,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916049,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050916052,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916053,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916056,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916057,CM61-BEAD-NV-WHI-0244-1,0,61,20,100,1
1050916058,CM61-BEAD-NV-WHI-0991-1,1,50,1000,1000,1
1050916059,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916061,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916062,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050916063,CM61-BEAD-NV-WHI-0827-1,0,61,20,100,1
1050916064,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916068,CM61-BEAD-NV-WHI-0218-1,0,61,20,100,1
1050916069,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916070,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916071,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916073,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916074,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916076,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916077,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916078,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916079,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916080,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916081,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916083,CM61-BEAD-NV-WHI-0994-2,1,61,100,20,1
1050916084,CM61-BEAD-NV-WHI-0209-1,0,61,20,100,1
1050916085,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050916086,CM61-BEAD-NV-WHI-0835-1,0,61,100,20,1
1050916089,CM61-BEAD-NV-WHI-0131-1,0,61,20,100,1
1050916090,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916093,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916094,CM61-BEAD-NV-WHI-0218-1,0,61,20,100,1
1050916095,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
1050916096,CM61-BEAD-NV-WHI-0991-1,0,50,1000,1000,1
